store,websites,sku,name,url_key,description
"store_us,store_in,default","app_us,app_in",IN440M,Multicolored Navratna Brass Earrings,multicolored-navratna-brass-earrings-in440m,"Nature-inspired handcrafted brass earrings studded with multicolored semi-precious stones like turquoise, aventurine, amethyst and more, golden beaded tassels, pearls and crystals<ul><li>Color: Multicolor</li><li>Measurements: Free Size</li><li>Material(s): Brass, Semi-precious Stones, Pearls, Crystals, Beaded Tassels</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN281G,Floral Blue Topaz Brass Kundan Danglers,floral-blue-topaz-brass-kundan-danglers-in281g,"Floral handcrafted brass kundan danglers with blue topaz and blue bead drop from Gujarat<ul><li>Color: Blue, Golden</li><li>Measurements: Free Size</li><li>Material(s): Brass, Blue Topaz, Beads</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN125D,Red Opal and Green Chalcedony Gold Tone Brass Danglers,red-opal-and-green-chalcedony-gold-tone-brass-danglers-in125d,"Handmade in Gujarat, contemporary gold tone brass danglers encrusted with red opal, green chalcedony and pearls<ul><li>Color: Red, Green, Golden</li><li>Measurements: Free Size</li><li>Material(s): Brass, Red Opal, Green Chalcedony, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN200F,Floral Etched Tourmaline Gold Tone Brass Earrings,floral-etched-tourmaline-gold-tone-brass-earrings-in200f,"Handmade in Gujarat, gold tone brass earrings with floral carvings, pearls and tourmaline<ul><li>Color: Pink, Golden, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Tourmaline, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN240P,Textured Paisley Rose Quartz and Black Onyx Brass Hoop Earrings,textured-paisley-rose-quartz-and-black-onyx-brass-hoop-earrings-in240p,"Handcrafted in Gujarat, textured paisley brass hoop earrings embellished with floral motifs, rose quartz, black onyx and pearl jhumki drop<ul><li>Color: Black, Pink, Golden, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Rose Quartz, Black Onyx, Pearl</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN225W,Crescent Tourmaline Brass Kundan Earrings,crescent-tourmaline-brass-kundan-earrings-in225w,"Handcrafted layered crescent-shaped brass kundan earrings with pearls and tourmaline<ul><li>Color: Golden, Pink</li><li>Measurements: Free Size</li><li>Material(s): Brass, Tourmaline, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN130P,Peacock Gold Tone Embossed Brass Jhumkis with Pearls,peacock-gold-tone-embossed-brass-jhumkis-with-pearls-in130p,"Handcrafted embossed peacock gold tone brass jhumkis featuring pearls<ul><li>Color: Golden, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN563B,Bird Brass Kundan Earrings with Pearls and Chains,bird-brass-kundan-earrings-with-pearls-and-chains-in563b,"Handcrafted brass kundan earrings inspired by birds. Adorned with engraved jhumkis, pearls and golden chains<ul><li>Color: Golden, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN100P,Crescent Tanzanite Gold Tone Brass Earrings,crescent-tanzanite-gold-tone-brass-earrings-in100p,"Handcrafted crescent-shaped gold tone brass earrings embellished with tanzanite and pearls<ul><li>Color: Golden, Blue, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Tanzanite, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN750T,Leaf Dual Tone Textured Danglers,leaf-dual-tone-textured-danglers-in750t,"Dual tone textured danglers featuring leaf motifs<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Brass</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN240L,Textured Leaf Blue Quartz Brass Hoop Earrings,textured-leaf-blue-quartz-brass-hoop-earrings-in240l,"Handcrafted in Gujarat, textured leaf brass hoop earrings encrusted with blue quartz and pearl jhumki drop<ul><li>Color: Blue, Golden, White</li><li>Measurements: Free Size</li><li>Material(s): Brass, Blue Quartz, Pearl</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN175J,Turquoise Gold Tone Textured Brass Jhumkis with Pearls,turquoise-gold-tone-textured-brass-jhumkis-with-pearls-in175j,"Handcrafted in Gujarat, textured gold tone brass jhumkis featuring turquoise and pearls<ul><li>Color: Turquoise, Golden</li><li>Measurements: Free Size</li><li>Material(s): Brass, Turquoise, Pearls</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN150C,Citrine and Smoky Quartz Gold Tone Brass Drop Earrings,citrine-and-smoky-quartz-gold-tone-brass-drop-earrings-in150c,"Handcrafted gold tone floral textured brass earrings with citrine and smoky quartz<ul><li>Color: Brown, Yellow, Golden</li><li>Measurements: Free Size</li><li>Material(s): Brass, Citrine, Smoky Quartz</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",IN237B,Blue Topaz Brass Kundan Earrings,blue-topaz-brass-kundan-earrings-in237b,"Handcrafted traditional brass kundan earrings with blue topaz and blue bead drop from Gujarat<ul><li>Color: Blue, Golden</li><li>Measurements: Free Size</li><li>Material(s): Brass, Blue Topaz, Beads</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS251296,Tribal Dual Tone Silver Earrings,tribal-dual-tone-silver-earrings-ins251296,"Handcrafted in Jaipur, tribal dual tone silver earrings featuring floral engravings and rawa work<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS322225,Silver Ring with Hand-painted Lord Ganesha Motif,silver-ring-with-hand-painted-lord-ganesha-motif-ins322225,"Handrafted in Jaipur, silver ring embellished with hand-painted Lord Ganesha motif<ul><li>Color: Multicolor</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS191857,Triangle Dual Tone Silver Earrings,triangle-dual-tone-silver-earrings-ins191857,"Handcrafted in Jaipur, triangle-shaped dual tone silver earrings adorned with floral engravings and rawa work<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS312450,Dual Tone Silver Ring with Hand-painted Lord Krishna Motif,dual-tone-silver-ring-with-hand-painted-lord-krishna-motif-ins312450,"Handrafted in Jaipur, dual tone silver ring embellished with hand-painted Lord Krishna motif and ghungroos<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS302400,Rasleela Hand-painted Dual Tone Silver Ring with Ghungroos,rasleela-hand-painted-dual-tone-silver-ring-with-ghungroos-ins302400,"Handrafted in Jaipur, Rasleela hand-painted dual tone silver ring embellished with ghungroos<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS181692,Dual Tone Silver Earrings with Paan Motif,dual-tone-silver-earrings-with-paan-motif-ins181692,"Handcrafted in Jaipur, dual tone silver earrings featuring floral engravings, paan motif and rawa work<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS242160,Floral Dual Tone Silver Danglers with Rawa Work,floral-dual-tone-silver-danglers-with-rawa-work-ins242160,"Handcrafted in Jaipur, dual tone silver danglers featuring floral engravings, rawa work and jhumka drop with beads<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS203276,Tribal Dual Tone Silver Engraved Taveez Earrings,tribal-dual-tone-silver-engraved-taveez-earrings-ins203276,"Handcrafted in Jaipur, dual tone silver tribal earrings adorned with beautiful engravings, bead drop and rawa work<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS212232,Peacock Dual Tone Silver Taveez Earrings,peacock-dual-tone-silver-taveez-earrings-ins212232,"Handcrafted in Jaipur, dual tone silver taveez earrings featuring beautiful engravings, rawa work and peacock motif<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS232268,Dual Tone Silver Etched Jhumkis with Bird Motif,dual-tone-silver-etched-jhumkis-with-bird-motif-ins232268,"Inspired by birds, handcrafted dual tone silver etched jhumkis featuring rawa work from Jaipur<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS292736,Dual Tone Silver Etched Jhumkis with Rawa Work,dual-tone-silver-etched-jhumkis-with-rawa-work-ins292736,"Inspired by nature, handcrafted dual tone silver etched jhumkis featuring rawa work from Jaipur<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS282052,Floral Dual Tone Silver Etched Rawa Jhumkis,floral-dual-tone-silver-etched-rawa-jhumkis-ins282052,"Handcrafted in Jaipur, dual tone silver etched floral jhumkis featuring rawa work<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS224723,Heart Dual Tone Silver Etched Earrings with Rawa Work,heart-dual-tone-silver-etched-earrings-with-rawa-work-ins224723,"Handcrafted heart-shaped dual tone silver etched earrings with rawa work from Jaipur<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS271944,Dual Tone Silver Earrings with Peacock Motif,dual-tone-silver-earrings-with-peacock-motif-ins271944,"Handcrafted dual tone silver earrings showcasing peacock and flower motifs and bead drop from Jaipur<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS261764,Dual Tone Silver Earrings with Rawa Work,dual-tone-silver-earrings-with-rawa-work-ins261764,"Dual tone silver earrings featuring floral etchings and rawa work, handcrafted in Jaipur<ul><li>Color: Silver, Golden</li><li>Measurements: Free Size</li><li>Material(s): Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS171300,Gold-plated Silver Beaded Chain,gold-plated-silver-beaded-chain-ins171300,"Gold-plated silver beaded chain handcrafted in South India<ul><li>Color: Golden</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS64760,Gold-plated Silver Engraved Nakashi Earrings with Coins,gold-plated-silver-engraved-nakashi-earrings-with-coins-ins64760,"Handcrafted in South India, gold-plated silver engraved temple earrings adorned with Nakashi work, coins and semi-precious stones<ul><li>Color: Golden</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS121890,Mughal Jadau Gold-plated Silver Pendant with Chain (Set of 2),mughal-jadau-gold-plated-silver-pendant-with-chain-(setof2)-ins121890,"Inspired by Mughal architecture, Jadau gold-plated silver floral pendant handcrafted by skilled artisans in South India featuring semi-precious stones and bead drop<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,store_in,default","app_us,app_in",INS132240,Peacock Feather Jadau Gold-plated Silver Pendant with Chain (Set of 2),peacock-feather-jadau-gold-plated-silver-pendant-with-chain-(setof2)-ins132240,"Inspired by peacock feathers, Jadau gold-plated silver pendant handcrafted by skilled artisans in South India featuring semi-precious stones and bead drop<ul><li>Color: Golden, Pink, Green</li><li>Measurements: Free Size</li><li>Material(s): Gold-plated Silver, Semi-precious Stones</li><li>Care: Clean with a soft, dry cloth. Store in a separate box. Keep away from fragrance and water.</li><li>Weight (GRAMS): NA</li></ul>"
